"report_uuid","issue_ordi","registrant_name","client_name","issue_text","date_received"
"16f21ae3-3cab-5c6f-8dd6-e095622fc209",7,"NUCLEAR ENERGY INSTITUTE, INC.",NUCLEAR ENERGY INSTITUTE,"S. 1177""Clean Air Planning Act of 2007
A bill to amend the Clean Air Act to establish a national uniform multiple air pollutant regulatory program for the electric generating sector.
|S. 280A bill to provide for a program to accelerate the reduction of greenhouse gas emissions in the United States by establishing a market-driven system of greenhouse gas tradeable allowances, to support the deployment of new climate change-related technologies, and to ensure benefits to consumers from the trading in such allowances, and for other purposes.
S. 2191""America's Climate Security Act of 2007
A bill to direct the Administrator of the Environmental Protection Agency to establish a program to decrease emissions of greenhouse gases, and for other purposes. Reported out of EPW Committee by a vote of 11-8 on 12/5/2007.
""
S. 3036A bill to direct the Administrator of the Environmental Protection Agency to establish a program to decrease emissions of greenhouse gases, and for other purposes.
H.R. 1590To reduce greenhouse gas emissions and protect the climate.
H.R. 6186To direct the Administrator of the Environmental Protection Agency to establish a program to decrease emissions of greenhouse gases, and for other purposes.
H.R. 6899To advance the national security interests of the United States by reducing its dependency on oil through renewable and clean, alternative fuel technologies while building a bridge to the future through expanded access to Federal oil and natural gas resources, revising the relationship between the oil and gas industry and the consumers who own those resources and deserve a fair return from the development of publicly owned oil and gas, ending tax subsidies for large oil and gas companies, and facilitating energy efficiencies in the building, housing, and transportation sectors, and for other purposes. 
S. 3233A bill to promote development of a 21st century energy system to increase United States competitiveness in the world energy technology marketplace, and for other purposes
S. 2730A bill to facilitate the participation of private capital and skills in the strategic, economic, and environmental development of a diverse portfolio of clean energy and energy efficiency technologies within the United States, to facilitate the commercialization and market penetration of the technologies, and for other purposes.
H.R. 7086To help our Nation meet our growing energy needs and strengthen our energy security through the development of nuclear power in the United States
H. CON. RES 312Revising the congressional budget for the United States Government for fiscal year 2008, establishing the congressional budget for the United States Government for fiscal year 2009, and setting forth appropriate budgetary levels for fiscal years 2010 through 2013.
S. CON RES. 70An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013. 
H.R. 6026Making emergency supplemental appropriations for the fiscal year ending September 30, 2008, and for other purposes.
House Energy &amp; Water AppropriationsAppropriations for energy and water development and related agencies for the fiscal year ending September 30, 2009, and for other purposes.
H.R. 4189To direct the Secretary of Energy to provide for the re-enrichment of certain uranium tailings, and the sale of the product of such re-enrichment, and for other purposes. 
H.R 4929To amend the Tariff Act of 1930 to clarify that the antidumping and countervailing duty laws apply to the production of low-enriched uranium, and for other purposes.
H.R. 2638Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2008, and for other purposes. 
S. 2531A bill to amend the Tariff Act of 1930 to revise the antidumping duties and countervailing duties relating to the production of low-enriched uranium, and for other purposes.
S.3215A bill to require the Secretary of Energy to enter into cooperative agreements with private entities to share the cost of obtaining construction and operating licenses for certain types of recycling facilities, and for other purposes.
H.R. 6001To rebalance the United States energy portfolio, to increase and utilize the Nation's domestic energy resources and supply, to strengthen energy security and independence, and for other purposes.
S. 3258An original bill making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2009, and for other purposes. 
H.R. 6599Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2009, and for other purposes. 
S.3301An original bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2009, and for other purposes.
H.R. 6207To develop American energy independence, lower gas prices, and open reliable national sources of energy.
",2008-10-16 00:00:00
"16f21ae3-3cab-5c6f-8dd6-e095622fc209",6,"NUCLEAR ENERGY INSTITUTE, INC.",NUCLEAR ENERGY INSTITUTE,"H.R. 362To authorize science scholarships for educating mathematica and science teachers, and for other purposes.
S. 761A bill to invest in innovation and education to improve the competitiveness of the United States in the global economy.
|H.R. 6Renewable Fuels, Consumer Protection, and Energy Efficiency Act of 2007.  An Act to move the United States toward greater energy independence and security, to increase the production of clean renewable fuels, to protect consumers from price gouging, to increase the energy efficiency of products, buildings, and vehicles, to promote research on and deploy greenhouse gas capture and storage options, and to improve the energy performance of the Federal Government, and for other purposes. 
H.R. 1585To authorize appropriations for fiscal year 2008 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes. 
H.R. 4189To direct the Secretary of Energy to provide for the re-enrichment of certain uranium tailings, and the sale of the product of such re-enrichment, and for other purposes. 
S. 1177""Clean Air Planning Act of 2007
A bill to amend the Clean Air Act to establish a national uniform multiple air pollutant regulatory program for the electric generating sector.
""
S. 280A bill to provide for a program to accelerate the reduction of greenhouse gas emissions in the United States by establishing a market-driven system of greenhouse gas tradeable allowances, to support the deployment of new climate change-related technologies, and to ensure benefits to consumers from the trading in such allowances, and for other purposes.
S. 3001An original bill to authorize appropriations for fiscal year 2009 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes. 
H.R. 4929To amend the Tariff Act of 1930 to clarify that the antidumping and countervailing duty laws apply to the production of low-enriched uranium, and for other purposes
S. 2155A bill to amend the Energy Policy Act of 1992 to encourage the development of clean energy technologies for deployment in markets abroad, to assist the Department of Energy's promotion of research and development of clean and efficient energy systems, to encourage the Department of Energy and other Federal agencies to work together to improve the advancement of sustainable energy use and reduce greenhouse gas emissions, and for other purposes. 
S. 2191""America's Climate Security Act of 2007
A bill to direct the Administrator of the Environmental Protection Agency to establish a program to decrease emissions of greenhouse gases, and for other purposes. Reported out of EPW Committee by a vote of 11-8 on 12/5/2007.
""
S. 2531A bill to amend the Tariff Act of 1930 to revise the antidumping duties and countervailing duties relating to the production of low-enriched uranium, and for other purposes
S. 3036A bill to direct the Administrator of the Environmental Protection Agency to establish a program to decrease emissions of greenhouse gases, and for other purposes.
H.R. 1590To reduce greenhouse gas emissions and protect the climate.
H.R. 6186To direct the Administrator of the Environmental Protection Agency to establish a program to decrease emissions of greenhouse gases, and for other purposes.
H.R. 1393To amend the USEC Privatization Act to provide an extension of the period during which individuals may bring a suit for certain violations of employee protection provisions under such Act. 
H.R. 5943To authorize the Secretary of Energy to establish monetary prizes for achievements in designing and proposing nuclear energy used fuel alternatives
H.R. 6899To advance the national security interests of the United States by reducing its dependency on oil through renewable and clean, alternative fuel technologies while building a bridge to the future through expanded access to Federal oil and natural gas resources, revising the relationship between the oil and gas industry and the consumers who own those resources and deserve a fair return from the development of publicly owned oil and gas, ending tax subsidies for large oil and gas companies, and facilitating energy efficiencies in the building, housing, and transportation sectors, and for other purposes. 
S. 3233A bill to promote development of a 21st century energy system to increase United States competitiveness in the world energy technology marketplace, and for other purposes
H.R. 6574To implement the United States-Russian Federation Agreement for Cooperation on Peaceful Uses of Nuclear Energy, and for other purposes. 
H.R. 7081To approve the United States-India Agreement for Cooperation on Peaceful Uses of Nuclear Energy, and for other purposes. 
S. 3548An original bill to approve the United States-India Agreement for Cooperation on Peaceful Uses of Nuclear Energy, and for other purposes|H. CON. RES 312Revising the congressional budget for the United States Government for fiscal year 2008, establishing the congressional budget for the United States Government for fiscal year 2009, and setting forth appropriate budgetary levels for fiscal years 2010 through 2013.
S. CON RES. 70An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2009 and including the appropriate budgetary levels for fiscal years 2008 and 2010 through 2013. 
H.R. 5658To authorize appropriations for fiscal year 2009 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, to amend the Servicemembers Civil Relief Act to provide for the protection of child custody arrangements for parents who are members of the Armed Forces deployed in support of a contingency operation, and for other purposes.
H.R. 6026Making emergency supplemental appropriations for the fiscal year ending September 30, 2008, and for other purposes.
H.R. 2642Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2008, and for other purposes. 
H.R. 6001To rebalance the United States energy portfolio, to increase and utilize the Nation's domestic energy resources and supply, to strengthen energy security and independence, and for other purposes.
H.R. 6161To provide for American energy independence by July 4, 2015.

",2008-10-16 00:00:00
"16f21ae3-3cab-5c6f-8dd6-e095622fc209",5,"NUCLEAR ENERGY INSTITUTE, INC.",NUCLEAR ENERGY INSTITUTE,"S. 2531A bill to amend the Tariff Act of 1930 to revise the antidumping duties and countervailing duties relating to the production of low-enriched uranium, and for other purposes
S. 1766A bill to reduce greenhouse gas emissions from the production and use of energy, and for other purposes
|H.R. 6899To advance the national security interests of the United States by reducing its dependency on oil through renewable and clean, alternative fuel technologies while building a bridge to the future through expanded access to Federal oil and natural gas resources, revising the relationship between the oil and gas industry and the consumers who own those resources and deserve a fair return from the development of publicly owned oil and gas, ending tax subsidies for large oil and gas companies, and facilitating energy efficiencies in the building, housing, and transportation sectors, and for other purposes. 
S. 2730A bill to facilitate the participation of private capital and skills in the strategic, economic, and environmental development of a diverse portfolio of clean energy and energy efficiency technologies within the United States, to facilitate the commercialization and market penetration of the technologies, and for other purposes.
H.R. 7086To help our Nation meet our growing energy needs and strengthen our energy security through the development of nuclear power in the United States
H.R. 6385To provide a large-scale national effort to improve the state of our national security, economy and environment by providing market incentives to produce and deploy alternative energy solutions and reduce our dependence on foreign oil.
S. 2155A bill to amend the Energy Policy Act of 1992 to encourage the development of clean energy technologies for deployment in markets abroad, to assist the Department of Energy's promotion of research and development of clean and efficient energy systems, to encourage the Department of Energy and other Federal agencies to work together to improve the advancement of sustainable energy use and reduce greenhouse gas emissions, and for other purposes. 
House Energy &amp; Water AppropriationsAppropriations for energy and water development and related agencies for the fiscal year ending September 30, 2009, and for other purposes.
H.R. 4189To direct the Secretary of Energy to provide for the re-enrichment of certain uranium tailings, and the sale of the product of such re-enrichment, and for other purposes. 
H.R 4929To amend the Tariff Act of 1930 to clarify that the antidumping and countervailing duty laws apply to the production of low-enriched uranium, and for other purposes.
H.R. 2638Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2008, and for other purposes. 
S. 2531A bill to amend the Tariff Act of 1930 to revise the antidumping duties and countervailing duties relating to the production of low-enriched uranium, and for other purposes.
S.3215A bill to require the Secretary of Energy to enter into cooperative agreements with private entities to share the cost of obtaining construction and operating licenses for certain types of recycling facilities, and for other purposes.
H.R. 6001To rebalance the United States energy portfolio, to increase and utilize the Nation's domestic energy resources and supply, to strengthen energy security and independence, and for other purposes.
H.R. 6161To provide for American energy independence by July 4, 2015.
S. 3258An original bill making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2009, and for other purposes. 
H.R. 6599Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2009, and for other purposes. 
S.3301An original bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2009, and for other purposes.
H.R. 6207To develop American energy independence, lower gas prices, and open reliable national sources of energy.
",2008-10-16 00:00:00
"16f21ae3-3cab-5c6f-8dd6-e095622fc209",4,"NUCLEAR ENERGY INSTITUTE, INC.",NUCLEAR ENERGY INSTITUTE,"H.R. 362To authorize science scholarships for educating mathematica and science teachers, and for other purposes.
S. 761A bill to invest in innovation and education to improve the competitiveness of the United States in the global economy.
|H.R. 6Renewable Fuels, Consumer Protection, and Energy Efficiency Act of 2007.  An Act to move the United States toward greater energy independence and security, to increase the production of clean renewable fuels, to protect consumers from price gouging, to increase the energy efficiency of products, buildings, and vehicles, to promote research on and deploy greenhouse gas capture and storage options, and to improve the energy performance of the Federal Government, and for other purposes. 
H.R. 1585To authorize appropriations for fiscal year 2008 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes. 
H.R. 4189To direct the Secretary of Energy to provide for the re-enrichment of certain uranium tailings, and the sale of the product of such re-enrichment, and for other purposes. 
S. 1177""Clean Air Planning Act of 2007
A bill to amend the Clean Air Act to establish a national uniform multiple air pollutant regulatory program for the electric generating sector.
""
S. 280A bill to provide for a program to accelerate the reduction of greenhouse gas emissions in the United States by establishing a market-driven system of greenhouse gas tradeable allowances, to support the deployment of new climate change-related technologies, and to ensure benefits to consumers from the trading in such allowances, and for other purposes.
S. 3001An original bill to authorize appropriations for fiscal year 2009 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes. 
H.R. 4929To amend the Tariff Act of 1930 to clarify that the antidumping and countervailing duty laws apply to the production of low-enriched uranium, and for other purposes
S. 2155A bill to amend the Energy Policy Act of 1992 to encourage the development of clean energy technologies for deployment in markets abroad, to assist the Department of Energy's promotion of research and development of clean and efficient energy systems, to encourage the Department of Energy and other Federal agencies to work together to improve the advancement of sustainable energy use and reduce greenhouse gas emissions, and for other purposes. 
S. 2191""America's Climate Security Act of 2007
A bill to direct the Administrator of the Environmental Protection Agency to establish a program to decrease emissions of greenhouse gases, and for other purposes. Reported out of EPW Committee by a vote of 11-8 on 12/5/2007.
""
S. 2531A bill to amend the Tariff Act of 1930 to revise the antidumping duties and countervailing duties relating to the production of low-enriched uranium, and for other purposes
S. 3036A bill to direct the Administrator of the Environmental Protection Agency to establish a program to decrease emissions of greenhouse gases, and for other purposes.
H.R. 1590To reduce greenhouse gas emissions and protect the climate.
H.R. 6186To direct the Administrator of the Environmental Protection Agency to establish a program to decrease emissions of greenhouse gases, and for other purposes.
S. 1766A bill to reduce greenhouse gas emissions from the production and use of energy, and for other purposes
H.R. 6001To rebalance the United States energy portfolio, to increase and utilize the Nation's domestic energy resources and supply, to strengthen energy security and independence, and for other purposes
H.R. 6161To provide for American energy independence by July 4, 2015.
H.R. 5943To authorize the Secretary of Energy to establish monetary prizes for achievements in designing and proposing nuclear energy used fuel alternatives
H.R. 6207To develop American energy independence, lower gas prices, and open reliable national sources of energy.
",2008-10-16 00:00:00
"16f21ae3-3cab-5c6f-8dd6-e095622fc209",2,"NUCLEAR ENERGY INSTITUTE, INC.",NUCLEAR ENERGY INSTITUTE,"H.R. 1585To authorize appropriations for fiscal year 2008 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes. 
|H.R. 1585To authorize appropriations for fiscal year 2008 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes. 
S. 3001An original bill to authorize appropriations for fiscal year 2009 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes. 
H.R. 4929To amend the Tariff Act of 1930 to clarify that the antidumping and countervailing duty laws apply to the production of low-enriched uranium, and for other purposes
S. 2155A bill to amend the Energy Policy Act of 1992 to encourage the development of clean energy technologies for deployment in markets abroad, to assist the Department of Energy's promotion of research and development of clean and efficient energy systems, to encourage the Department of Energy and other Federal agencies to work together to improve the advancement of sustainable energy use and reduce greenhouse gas emissions, and for other purposes. 
S. 2531A bill to amend the Tariff Act of 1930 to revise the antidumping duties and countervailing duties relating to the production of low-enriched uranium, and for other purposes
H.R. 6385To provide a large-scale national effort to improve the state of our national security, economy and environment by providing market incentives to produce and deploy alternative energy solutions and reduce our dependence on foreign oil.
H.R. 5658To authorize appropriations for fiscal year 2009 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, to amend the Servicemembers Civil Relief Act to provide for the protection of child custody arrangements for parents who are members of the Armed Forces deployed in support of a contingency operation, and for other purposes.
H.R. 2642Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2008, and for other purposes. 
H.R. 2638Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2008, and for other purposes. 
S. 3258An original bill making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2009, and for other purposes. 
H.R. 6599Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2009, and for other purposes. 
S.3301An original bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2009, and for other purposes.",2008-10-16 00:00:00
"7e89e63e-6c37-58d3-a2c6-a971f9601647",6,"DOMINION ENERGY, INC.","Dominion Energy, Inc.","H.R. 4189, ""To direct the Secretary of Energy to provide for the re-enrichment of certain uranium tailings, and the sale of the product of such re-enrichment, and for other purposes"", all provisions.  H.R. 4929, ""To amend the Tariff Act of 1930 to clarify that the antidumping and countervailing duty laws apply to the production of low-enriched uranium, and for other purposes"", all provisions. H.R. 6258 ""Carbon Capture and Storage Early Development Act""; all provisions.|S. 2531, ""A bill to amend the Tariff Act of 1930 to revise the antidumping duties and countervailing duties relating to the production of low-enriched uranium, and for other purposes"", all provisions.  H.R. 6899, the Comprehensive American Energy Security and Consumer Protection Act"";  provisions related to tax incentives for renewable energy and offshore oil and gas drilling. 
",2008-10-16 00:00:00
"569a9781-c1e9-5a38-b687-9da6af9ceabe",2,"THE NICKLES GROUP, LLC",UNITED STATES ENRICHMENT CORORATION,"H.R. 4929 / S. 2531, To amend the Tariff Act of 1930 to clarify that the antidumping and countervailing duty laws apply to the production of low-enriched uranium, and for other purposes; issues related to the import of uranium.",2008-10-16 00:00:00
"7f83c4f7-201b-5515-83e0-6d20122dfc05",1,"TROUTMAN SANDERS PUBLIC AFFAIRS GROUP, LLC","Kimball International, Inc.","Legislation affecting China trade, currency devaluation, anti-dumping, tariffs
HR. 6124, HR 2419 Farm, Nutrition, and Bioenergy Act of 2007",2008-10-16 00:00:00
b8c9ec13-5035-5512-b797-709189980097,6,"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","TOYOTA MOTOR NORTH AMERICA, INC.","H.R. 782, S. 1607, H.R. 2942, S. 1677 and other legislation that would impose trade remedies in cases of alleged misaligned foreign exchange rates.
H.R. 1127, the American Manufacturing Competitiveness Act, which would change U.S. antidumping and countervailing duty procedures.|Customs reauthorization bill -- to support trade agreement parity proposal (bill not formally introduced)

Toyota Motor Corporation is a global automobile manufacturer, exporter and importer and has an interest in promoting fairness in U.S. trade law, including realigning U.S. duties on imported inputs to its U.S. production with those of other parties to the North American Free Trade Agreement.",2008-10-16 00:00:00
"1c6dd9db-10ef-5e91-9bf6-9e63091fc624",1,CENTRUS ENERGY CORP.,UNITED STATES ENRICHMENT CORORATION,"2009 Energy &amp; Water Appropriations (D&amp;D, Loan Guarantees, restricting imports of Russian SWU, tails re-enrichment); 2008 Emergency Supplemental (restricting imports of Russian enrichment); S2203 - Uranium Enrichment Decontamination &amp; Decommissioning Fund Reauthorization Act of 2007; HR4929/S2531 - To amend the Tariff Act of 1930 to clarify that the antidumping and countervailing duty laws apply to the production of low-enriched uranium; (cont'd)|HR 4700 - To suspend temporarily the duty on certain structures, parts, and components for use in an isotopic separation facility in southern Ohio; HR 4189 - To direct the Secretary of Energy to provide for the re-enrichment of certain uranium tailings, and the sale of the product of such re-enrichment; Russian Suspension Agreement.",2008-10-16 00:00:00
"75561902-4a18-5769-82b6-34b3db7ca88c",5,THE TIMKEN COMPANY,The Timken Company,"Steel Imports (dumping)
Continued Dumping &amp; Subsidy Offset Act (CDSOA)
China Trade Policy
Trade Enforcement Act of 2007|WTO Zeroing Rules as it applies to antidumping cases",2008-10-16 00:00:00
"740dc9f0-2705-511a-9990-b27ea3c32176",6,ERNST & YOUNG LLP (WASHINGTON COUNCIL ERNST & YOUNG),AK STEEL HOLDING CORPORATION,Misc. stell industry related issues; Customs issues; Continued Dumping and Subsidy Offset Act of 2002,2008-10-16 00:00:00
"79be1277-a765-51f7-962d-e8cf669cda01",11,MINNESOTA FARM BUREAU FEDERATION,Minnesota Farm Bureau Federation,"Continued Dumping and Subsidy Offset Act
HR 1092- Columbia FTA
Korean FTA
",2008-10-16 00:00:00
"3f805acf-e11f-57a9-b313-77f61574f9a6",2,MR. | GLENN | DELANEY,SOUTHERN SHRIMP ALLIANCE,"Federal administrative and regulatory actions taken with respect to international shrimp trade.
Draft legislation to revise the Continued Dumping Subsidy Offset Act (CDSOA).
",2008-10-02 00:00:00
"4d42f092-3734-5985-8c5c-36e8655c70da",2,MR. | GLENN | DELANEY,SOUTHERN SHRIMP ALLIANCE,"Federal administrative and regulatory actions taken with respect to international shrimp trade.
Draft legislation to revise the Continued Dumping Subsidy Offset Act (CDSOA).
",2008-10-02 00:00:00
"9a162add-9dd4-573e-8cb6-686d347b0b9b",1,WALMART INC.,WAL-MART STORES,"Generalized System of Preferences. Extend trade preference programs for developing and least developed countries.
H.R. 5274, U.S. - Colombia Trade Promotion Agreement Implementation Act.
Proposed changes to the table grape marketing order.
H.R. 5635, Digital Television Transition Consumer Relief Act. A bill to eliminate duties on Digital TV converter boxes.|H.R. 4040, Consumer Product Safety Modernization Act of 2007 and S. 2045, CPSC Reform Act of 2007. H.R. 3934 &amp; S. 2372, Affordable Footwear Act of 2007.
HR 4499; HR 4500; HR 4501; HR 4502; HR 4503, bills to temporarily suspend duties on whistles, compasses, Christmas tree lamps and ski equipment.
H.R. 4994, elimination of duties for air mattresses.
China trade: H.R. 1229, the Non-Market Economy Trade Remedy Act;  H.R. 2942; H.R. 2714; S. 1677, H.R. 782 and S. 1607, the Fair Currency Act of 2007  House bills: imposition of countervailing duties on imports from non-market economies; make currency manipulation a countervailable subsidy; reinstate the practice of zeroing.  Senate bills: pressure China to revalue its currency through pressure in international organizations and through anti-dumping duties on Chinese exports.
H.R. 3890, Reinstatement of Competitive Need Limit waiver for Indian and Thai jewelry.
Import Safety. Work with HHS to provide private sector leadership on its import safety action plan.
Enhanced market access for investment in China and India.
H.R. 3610, to amend Food Drug and Cosmetic Act to place new requirements on imported food, drugs and devices; FDA 
restructuring, ban on closing FDA labs, user fees, country of origin labeling, and adding carbon monoxide to a list of additives. 
Introduction of Wal-Marts international labor practices and ethical standards  program.
",2008-10-01 00:00:00
"54503ad0-6eb6-5dfe-9b30-3c92b3a9eb35",13,AMERICAN FOREST & PAPER ASSOCIATION,AMERICAN FOREST & PAPER ASSOCIATION,"
HR 3283/S 1421, US Trade Rights Enforcement Act, All titles.
* WTO/Doha Round Negotiations, All titles.
* China Subsidies, All titles.
* Illegal Logging, All titles.
* Solid wood packaging material and international standard for phytosanitary measures (ISPM) #15, All titles.
* Green Buildings, All titles.
* China antidumping investigation on US kraft linerboard imports, All titles.
* GSP: Import statistics relating to competitive need limitation; possible de minimis waivers and redesignations, All titles.
* International Tropical Timber Agreement, All titles.
* Peru Trade Promotion Agreement, All titles.
* US-Malaysia FTA, All titles.
* US-Korean FTA, All titles.
* US-Indonesia Memorandum of Understanding on Illegal Logging, All titles.
* Security and Prosperity Partnership Initiative, All titles.",2008-09-12 00:00:00
"7fe853ef-530b-59a6-9f3c-1ea5c6adc064",11,AMERICAN FOREST & PAPER ASSOCIATION,AMERICAN FOREST & PAPER ASSOCIATION,"
HR 1216, To amend title VII of the Tariff Act of 1930 to provide that the provisions relating to countervailing duties apply to non- market economy countries, All titles.
HR 2208/S 984, Fair Currency Practices Act of 2005, All titles.
HR 3045/S 1307, Dominican Republic-Central America-United States FTA Implementation Act, All titles.
HR 3283/S 1421, US Trade Rights Enforcement Act, All titles.

S 593, Stopping Overseas Subsidies Act of 2005, All titles.

* WTO/Doha Round Negotiations, All titles.
* Korean Subsidies, All titles.
* China Subsidies, All titles.
* Illegal Logging, All titles.
* Solid wood packaging material and international standard for phytosanitary measures (ISPM) #15, All titles.
* US-Thailand Free Trade Agreement, All titles.
* Andean FTA, All titles.
* Green Building, All titles.
* China antidumping on U.S. kraft linerboard imports, All titles.
* GSP: Import statistics relating to competitive need limitation; possible de minimis waivers and redesingations, All titles.
* US-China relations, All titles.
* United Nations Forum on Forests, All titles.
* International Tropical Timber Agreement, All titles.",2008-09-12 00:00:00
ea1f35ae-3dfc-5223-b4d0-eb91a457d7f3,3,AMERICAN FOREST & PAPER ASSOCIATION,AMERICAN FOREST & PAPER ASSOCIATION,"
HJ RES 27, Withdrawing the approval of the United States from the Agreement establishing the World Trade Organization, All titles.
HR 1216, To amend title VII of the Tariff Act of 1930 to provide that the provisions relating to countervailing duties apply to non- market economy countries, All titles.
HR 2208/S 984, Fair Currency Practices Act of 2005, All titles.
HR 3045/S 1307, Doninican Republic-Central America-United States Free Trade Agreement Implementation Act, All titles.

S 593, Stopping Overseas Subsidies Act of 2005, All titles.

* WTO Negotiations, All titles.
* Korean Subsidies, All titles.
* China Subsidies, All titles.
* Illegal Logging, All titles.
* Solid wood packaging material and international standard for phytosanitary measures (ISPM) #15, All titles.
* US-Thailand Free Trade Agreement, All titles.
* Green Building, All titles.
* China antidumping on U.S. kraft linerboard imports, All titles.
* GSP: Import statistics relating to competitive need limitation; possible de minimis waivers and redesingations, All titles.
* US-China relations, All titles.
* United Nations Forum on Forests, All titles.
* International Tropical Timber Agreement, All titles.",2008-09-12 00:00:00
"6ec6f652-8dbd-53f0-b7e1-f0b6aa62c69d",1,"VENN STRATEGIES, LLC",King & Spalding LLP,Trade issues relating to antidumping and countervailing duty matters in the paper sector,2008-08-01 00:00:00
"04dd5e5a-7901-5442-8ffa-bcf8323d53af",1,"VENN STRATEGIES, LLC",King & Spalding LLP,Trade issues relating to antidumping and countervailing duty matters in the paper sector,2008-08-01 00:00:00
"898cb36b-9eab-5d3f-afcd-c5a91991fe82",2,"MICRON TECHNOLOGY, INC.","MICRON TECHNOLOGY, INC",WTO Doha Development Agenda; Antidumping laws; Export Administration Regulations; Customs issues with Korea; Korea and Malaysia Free Trade Agreements; HR 5100 - Tariff bill to extend the temporary suspension of duty on certain semi-manufactured forms of gold.,2008-07-28 00:00:00
"044fca27-d644-5a9f-b255-1e928c816ccd",7,DTE ENERGY,DTE ENERGY,"Fiscal Year 2009 Energy Water Appropriations re: oil and natural gas supply issues; 
Hydro issues generally in a Congressional oversight context
H.R. 4189, ""To direct the Secretary of Energy to provide for the re-enrichment of certain uranium tailing, and the sale of the product of such re-enrichment, and for other purposes"";|H.R. 4929, ""To amend the Tariff Act of 1930 to clarify that the antidumping and countervailing duty laws apply to the production of low-enriched uranium, and for other purposes"";

S. 3215, ""Strengthening Management of Advanced Recycling Technologies Act of 2008 (SMART)"";

H.R. 6161, ""American Energy Independence Act""",2008-07-25 00:00:00
dafe50b2-1510-5eee-b936-4e952577d1f2,3,DTE ENERGY,DTE ENERGY,"HR 6, Creating Long-Term Energy Alternatives for the Nation Act of 2007
HR 969, To amend Title VI of the Public Utility Regulatory Policies Act of 1978 to establish a Federal renewable energy portfolio standard for certain retail electric utilities, and for other purposes.
HR 1300, Program for Real Energy Security Act|HR 2337, Energy Policy Reform and Revitalization Act of 2007

HR 4189, To direct the Secretary of Energy to provide for the re-enrichment of certain uranium tailings, and the sale of the product of such re-enrichment, and for other purposes

HR 4929, To amend the Tariff Act of 1930 to clarify that the antidumping and countervailing duty laws apply to the production of low-enriched uranium, and for other purposes

S 1138, Nuclear Safeguards and Supply Act of 2007 S 1419, Renewable Fuels, Consumer Protection, and Energy Efficiency Act of 2007

S 2531, To amend the Tariff Act of 1930 to revise the antidumping duties and countervailing duties relating to the production of low-enriched uranium, and for other purposes.",2008-07-25 00:00:00
a0108ebf-22bc-51c0-ae5f-c5e3fcf38488,1,DLA PIPER LLP (US),Tronox Incorporated,Matters relating to trade and antidumping,2008-07-23 00:00:00
